谢谢,50.59506228694887,pos,2,nr
流程,50.031620063721746,pos,2,n
传来,49.246346705561336,pos,2,v
宝贵,48.53308843635186,pos,2,nr
人民网,47.806901548509785,pos,3,n
Piot,46.92144441533303,pos,4,eng
平稳,46.879458722256295,pos,2,a
国药,46.76932477729845,pos,2,n
via,46.124216568444155,pos,3,eng
批,45.47832097881391,pos,1,q
咸阳市,45.14642936360053,pos,3,ns
常,45.128688986483475,pos,1,d
加大力度,45.11626859045563,pos,4,ns
试剂,44.7920349682262,pos,2,n
转为,44.69666939937411,pos,2,v
会诊,44.379844632605554,pos,2,v
即日起,44.034059284000065,pos,3,l
力量,44.01571671930175,pos,2,n
定,43.80061737530912,pos,1,v
黄冈,43.65038594161824,pos,2,ns
乔,42.84301180121153,pos,1,zg
捐赠,42.78489695906237,pos,2,v
起到,42.776076049949744,pos,2,v
科研,42.371512572178005,pos,2,n
技术标准,41.900518576478476,pos,4,n
建立,41.733392247989485,pos,2,v
微信,41.575898538597315,pos,2,vn
促进,41.43281445388276,pos,2,v
标准,40.907975514662596,pos,2,n
生物医药,40.37661429674182,pos,4,n
方案,40.288962686016774,pos,2,n
宜昌市,40.22246277627569,pos,3,ns
核酸,40.087973889429364,pos,2,n
援助,40.01184665239523,pos,2,vn
基金会,39.96269019775353,pos,3,n
上市,39.83610328043174,pos,2,ns
审批,39.73261835395756,pos,2,v
宜昌,39.61858437730048,pos,2,ns
广东省,39.61665335997127,pos,3,ns
刘某,39.45969365718737,pos,2,nr
有效,39.448702614929246,pos,2,a
身体状况,39.43548515147893,pos,4,n
临床试验,39.00307895391955,pos,4,n
海南省,38.82218526690228,pos,3,ns
浙江,38.76097355473335,pos,2,ns
力所能及,38.65171379637479,pos,4,i
李松,38.559959289815914,pos,2,nr
前方,38.47653874604197,pos,2,f
探索,38.264387938714684,pos,2,v
医科大学,38.18421876052025,pos,4,n
医学专业,37.953906515708525,pos,4,j
指定,37.903301007901234,pos,2,v
采样,37.850266259161955,pos,2,v
日报,37.636150574882976,pos,2,n
丁健,37.515565170457464,pos,2,nr
事关,37.514753744398995,pos,2,n
时间表,37.50891043941452,pos,3,n
大计,37.06612410029078,pos,2,n
新进展,37.03095943830037,pos,3,nt
其余,37.01922883600165,pos,2,r
迎接,37.00150685311695,pos,2,v
讨好,36.99977437845368,pos,2,v
北京日报,36.8371286399196,pos,4,nz
病区,36.819444072898534,pos,2,n
山东,36.690291393931126,pos,2,ns
市级,36.627656202880914,pos,2,n
医学观察,36.549339174426805,pos,4,n
医疗队,36.540344002354246,pos,3,n
捷报频传,36.45688366665755,pos,4,nz
籍,36.357069366389695,pos,1,ng
黄冈市,36.32394056489189,pos,3,ns
随行,36.25010152291749,pos,2,d
周口,36.17823357282213,pos,2,n
公益,36.13228544966759,pos,2,n
及其,36.10997430552106,pos,2,c
全力以赴,36.077382577061776,pos,4,i
研究院,35.920403942637805,pos,3,n
提取,35.886771765109295,pos,2,v
全体,35.865134871768994,pos,2,n
中国政府,35.753859297784054,pos,4,nt
远程,35.713111277940996,pos,2,n
请原谅,35.623941681274275,pos,3,v
首款,35.448462237427194,pos,2,n
共,35.437482239817,pos,1,d
七旬,35.40474001071398,pos,2,t
详细,35.27773338655666,pos,2,ad
五彩池,35.244358476469785,pos,3,nr
大连市,35.179309392147786,pos,3,ns
联合,35.08258389875702,pos,2,v
聊城市,35.06196202615162,pos,3,ns
讲究,35.03100571383135,pos,2,vn
南华大学,35.029919266773526,pos,4,nt
合作,35.01229645932569,pos,2,vn
首要任务,34.93760538910991,pos,4,n
队长,34.92931207091425,pos,2,n
胶体金,34.78526865001672,pos,3,n
祝,34.73828562745895,pos,1,v
相应,34.65982980560854,pos,2,v
正式,34.548342314197676,pos,2,ad
出可,34.479244707495766,pos,2,v
生产工艺,34.377472819417534,pos,4,n
前提,34.3639154493238,pos,2,n
其中,34.33124566342859,pos,2,r
妞妞,34.29682589636393,pos,2,n
过渡,34.27337008663292,pos,2,v
君,34.26246051462772,pos,1,nz
承诺,34.0675194992331,pos,2,v
中心医院,34.040848988021,pos,4,nt
大局,33.99772545271109,pos,2,n
投入使用,33.98832043068291,pos,4,n
启程,33.97215394886863,pos,2,n
天津市,33.79889637317758,pos,3,ns
原料药,33.723997151278624,pos,3,n
定点,33.527857419640014,pos,2,n
创造,33.37951463962824,pos,2,v
出院,33.352555685389454,pos,2,n
常住,33.285330287094965,pos,2,v
重要,33.2815112508646,pos,2,a
为期,33.28141199810493,pos,2,r
经省,33.17922440627162,pos,2,n
卡,33.176841541666306,pos,1,n
成绩显著,33.09546220292442,pos,4,nr
NHS,33.0668710834007,pos,3,eng
咸宁市,32.96675062929755,pos,3,ns
广州市,32.96528332404107,pos,3,ns
诊疗,32.904517560770756,pos,2,v
鼓励,32.75733591242753,pos,2,v
好消息,32.69152582961506,pos,3,n
经市,32.68738963194299,pos,2,n
已于,32.672937664020964,pos,2,d
监测,32.59275268051178,pos,2,vn
附属,32.43323795153587,pos,2,b
危重症,32.390219659143014,pos,3,n
杀手锏,32.34145121641363,pos,3,n
灭,32.22942142489686,pos,1,v
联手,32.16960827184107,pos,2,v
优化,32.139458177842386,pos,2,vn
吉安县,32.078196153464646,pos,3,ns
次肛,32.0533210316583,pos,2,m
疗法,32.04864721175435,pos,2,n
东林,32.005430851945675,pos,2,ns
试验,31.950904273597004,pos,2,vn
实录,31.912689876705244,pos,2,v
一览,31.87109441704859,pos,2,n
增强,31.824280177225614,pos,2,v
转入,31.82011083284639,pos,2,v
以上,31.810118122784466,pos,2,f
协作,31.751964454809276,pos,2,vn
血液,31.719598425817985,pos,2,n
云南,31.71568583212761,pos,2,ns
本次,31.66237109144447,pos,2,r
医疗卫生,31.63841934874271,pos,4,n
追踪,31.622198812560406,pos,2,v
感染性,31.568568049231708,pos,3,n
之江,31.447044189314916,pos,2,ns
硬核,31.437073368425295,pos,2,n
雷,31.395539334593902,pos,1,n
步,31.38271909434138,pos,1,n
普通型,31.377174207365456,pos,3,n
天津,31.37400433436821,pos,2,ns
指导,31.31128330577385,pos,2,n
研制成功,31.219499629266632,pos,4,n
浏览器,31.20236425297825,pos,3,n
酷燃,31.151525029522947,pos,2,v
撑起,31.047590681659884,pos,2,v
支援,31.02845256400131,pos,2,v
共有,31.012089497383286,pos,2,v
耐受性,31.008897311379283,pos,3,n
沈阳,30.94811339279061,pos,2,ns
休舱,30.908663566762492,pos,2,n
采购,30.8864591862621,pos,2,v
靶点,30.87391847181215,pos,2,n
认真执行,30.830378406742614,pos,4,n
出行,30.827883032646113,pos,2,v
药品,30.822059519086665,pos,2,n
渝,30.80768460266779,pos,1,j
需,30.77091391382477,pos,1,v
十堰,30.745386178745186,pos,2,ns
须,30.645123738362315,pos,1,d
共同努力,30.6366353220634,pos,4,l
助力,30.616963162258077,pos,2,n
兰,30.61686969809711,pos,1,nr
II,30.59690590355052,pos,2,eng
致谢,30.534965552029878,pos,2,v
成员,30.531772861042214,pos,2,n
黑龙江省,30.526685172589296,pos,4,ns
总体,30.526338654009976,pos,2,n
内共,30.489470974306318,pos,2,ns
幽默,30.458666523773335,pos,2,a
自治区,30.43012626066932,pos,3,n
投入,30.389252255229493,pos,2,v
组,30.38178336872503,pos,1,zg
广泛应用,30.376238629706858,pos,4,l
批件,30.31277627637464,pos,2,n
春暖花开,30.284656821317437,pos,4,l
省卫健委,30.259089649381778,pos,4,n
投机,30.09839266606012,pos,2,n
温孟馨,29.988669729762258,pos,3,nr
原理,29.944779082699434,pos,2,n
某某,29.873975219579727,pos,2,r
生物,29.800242589946727,pos,2,n
甘肃,29.785634010562546,pos,2,ns
走进,29.77297478947449,pos,2,v
加快,29.769268695981097,pos,2,v
集团,29.7578411283061,pos,2,n
基金,29.750091412866354,pos,2,n
临床医学,29.74055472808602,pos,4,l
马云,29.721566950782798,pos,2,nr
菜篮子,29.720587792068226,pos,3,n
小白鼠,29.693941487645503,pos,3,n
参与,29.691166979756787,pos,2,v
管用,29.642720132990785,pos,2,vn
创新,29.639079354322696,pos,2,v
热点,29.590148126260154,pos,2,n
组建,29.56839885969456,pos,2,v
应有,29.539003223077962,pos,2,v
申请,29.4636363678973,pos,2,v
一幅,29.348993049749627,pos,2,d
全市,29.341191746501877,pos,2,n
央视,29.263412050299777,pos,2,j
低价,29.224330411905154,pos,2,n
信心,29.15638491818966,pos,2,n
争取,29.09266736070908,pos,2,v
云南省,29.04968656234488,pos,3,ns
不适,29.036364612918568,pos,2,a
河北,29.02548678559514,pos,2,ns
现场,28.977890653778616,pos,2,n
八月,28.956875240937876,pos,2,t
专家组,28.85293964197902,pos,3,n
确保,28.75734606906759,pos,2,v
重磅,28.722381647328397,pos,2,n
均衡,28.71911739591758,pos,2,a
汇总,28.708509039838617,pos,2,n
医学科,28.696756701093676,pos,3,n
成分,28.685844999312796,pos,2,n
队伍,28.674547410588726,pos,2,n
使用,28.667813753242,pos,2,v
副作用,28.643227490878488,pos,3,n
教育厅,28.629519832924622,pos,3,n
表示感谢,28.6100299367559,pos,4,i
致敬,28.590398317292326,pos,2,v
住院治疗,28.5479165573613,pos,4,n
指导作用,28.438337254304255,pos,4,n
分别,28.429106724056098,pos,2,d
体检,28.378806725951158,pos,2,v
师生员工,28.352697163120116,pos,4,n
框架,28.343788784475084,pos,2,n
配伍,28.342208864781654,pos,2,v
拭,28.298119550461507,pos,1,vg
应当,28.28019951698449,pos,2,v
投资,28.2619218567857,pos,2,vn
条,28.233850773010335,pos,1,n
德阳市,28.223277996371962,pos,3,ns
call,28.222749507398706,pos,4,eng
规范,28.18973165261737,pos,2,n
国家药监局,28.18182895425212,pos,5,nt
技术,28.164033614174883,pos,2,n
采集,28.129351776069797,pos,2,v
良好,28.126236435287982,pos,2,a
获,28.098017490051014,pos,1,v
昼夜,28.092125100425122,pos,2,t
位,28.08791996706971,pos,1,q
至关重要,28.033935199202507,pos,4,l
卫生院,28.024538686895944,pos,3,nt
太棒了,27.998489175850345,pos,3,nr
无,27.97537312322674,pos,1,v
市场供应,27.955674865353842,pos,4,n
司,27.948054835203653,pos,1,nr
准确率,27.898955576603854,pos,3,n
攻关,27.870254096142723,pos,2,v
比较顺利,27.83446806600209,pos,4,l
白热化,27.83446806600209,pos,3,n
版,27.824282163096697,pos,1,n
宝鸡,27.80320960748235,pos,2,n
到快,27.802046588309707,pos,2,d
重病,27.792032283001316,pos,2,n
用于,27.77547024301316,pos,2,v
顺利,27.75807789670405,pos,2,ad
心愿,27.75218248497198,pos,2,n
宜宾市,27.706575053078353,pos,3,ns
宝剑锋,27.70243649056699,pos,3,nr
九品,27.682464972557035,pos,2,n
红码,27.67927940621251,pos,2,n
大大提高,27.659042092546255,pos,4,i
分配,27.654110304329414,pos,2,vn
纯,27.64669539777538,pos,1,a
重大突破,27.631405705012856,pos,4,i
小安,27.577769038961637,pos,2,nr
加强,27.52689297063025,pos,2,v
江苏省,27.416564655205693,pos,3,ns
渡难,27.398179839346035,pos,2,n
率已,27.391242530285417,pos,2,d
整理,27.373245577241722,pos,2,n
牡丹江市,27.36028832800642,pos,4,ns
天大,27.333969771977497,pos,2,nz
湖南省,27.314260445689545,pos,3,ns
评,27.24712379469497,pos,1,v
便携式,27.211391359909605,pos,3,b
立刻,27.17197319732016,pos,2,d
先进,27.161525076588873,pos,2,a
自述,27.161244496579258,pos,2,v
全权负责,27.149969891730017,pos,4,l
豚鼠,27.149969891730017,pos,2,n
省去,27.149969891730017,pos,2,v
冀,27.147184401049394,pos,1,ns
发光,27.138054236326816,pos,2,v
同舟共济,27.062176417613546,pos,4,i
QQ,27.044601608820358,pos,2,eng
赛跑,27.032490601114226,pos,2,v
成果,27.023428249613186,pos,2,n
榆林市,27.005109579554716,pos,3,ns
专用车辆,26.9622536351578,pos,4,n
院区,26.95995892237134,pos,2,n
沪,26.941744267310067,pos,1,j
疏导,26.876812116204476,pos,2,v
至此,26.843373332567104,pos,2,d
复检,26.807834076994794,pos,2,v
马,26.801614624505348,pos,1,n
最快,26.74049448268474,pos,2,d
重庆,26.726233267035255,pos,2,ns
直击,26.716253852317095,pos,2,v
界,26.713205975017942,pos,1,n
自,26.646652036378633,pos,1,p
眼光,26.609092959315728,pos,2,n
辛苦,26.54570987977731,pos,2,a
最新消息,26.53863046280858,pos,4,n
我市,26.5278124021102,pos,2,r
预约,26.508172810317028,pos,2,v
NanoViricides,26.492804492745535,pos,13,eng
自主,26.489714983904292,pos,2,v
猛将,26.47189798661738,pos,2,d
大显神通,26.47189798661738,pos,4,i
谢意,26.451999924095627,pos,2,v
